ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
020102,02_ANCASH,ANCASH,HUARAZ,COCHABAMBA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020102_RUSTICO2026.pdf,10.0,39.0,1268.0,35234.0
020103,02_ANCASH,ANCASH,HUARAZ,COLCABAMBA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020103_RUSTICO2026.pdf,9.0,26.0,1213.0,33699.0
020104,02_ANCASH,ANCASH,HUARAZ,HUANCHAY,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020104_RUSTICO2026.pdf,9.74,31.0,1268.0,35234.0
020105,02_ANCASH,ANCASH,HUARAZ,INDEPENDENCIA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020105_RUSTICO2026.pdf,10.83,53.0,1268.0,35234.0
020106,02_ANCASH,ANCASH,HUARAZ,JANGAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020106_RUSTICO2026.pdf,11.72,68.0,1282.0,35615.0
020107,02_ANCASH,ANCASH,HUARAZ,LA LIBERTAD,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020107_RUSTICO2026.pdf,10.0,38.0,1268.0,35234.0
020108,02_ANCASH,ANCASH,HUARAZ,OLLEROS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020108_RUSTICO2026.pdf,10.0,36.0,1268.0,35234.0
020109,02_ANCASH,ANCASH,HUARAZ,PAMPAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020109_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020109_RUSTICO2026.pdf,7.52,27.0,1268.0,26421.0
020110,02_ANCASH,ANCASH,HUARAZ,PARIACOTO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020110_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020110_RUSTICO2026.pdf,10.0,45.0,1268.0,35234.0
020111,02_ANCASH,ANCASH,HUARAZ,PIRA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020111_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020111_RUSTICO2026.pdf,9.95,35.0,1268.0,35234.0
020112,02_ANCASH,ANCASH,HUARAZ,TARICA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020112_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020112_RUSTICO2026.pdf,10.86,51.0,1282.0,35615.0
020201,02_ANCASH,ANCASH,AIJA,AIJA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020201_RUSTICO2026.pdf,9.0,41.0,1069.0,29698.0
020202,02_ANCASH,ANCASH,AIJA,CORIS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020202_RUSTICO2026.pdf,10.0,38.0,1261.0,35025.0
020203,02_ANCASH,ANCASH,AIJA,HUACLLAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020203_RUSTICO2026.pdf,9.85,34.0,1261.0,35025.0
020204,02_ANCASH,ANCASH,AIJA,LA MERCED,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020204_RUSTICO2026.pdf,8.69,35.0,1069.0,29698.0
020205,02_ANCASH,ANCASH,AIJA,SUCCHA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020205_RUSTICO2026.pdf,8.71,35.0,1069.0,29698.0
020301,02_ANCASH,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020301_RUSTICO2026.pdf,7.0,29.0,1214.0,25297.0
020302,02_ANCASH,ANCASH,ANTONIO RAYMONDI,ACZO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020302_RUSTICO2026.pdf,7.83,39.0,1214.0,25297.0
020303,02_ANCASH,ANCASH,ANTONIO RAYMONDI,CHACCHO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020303_RUSTICO2026.pdf,7.0,25.0,1214.0,25297.0
020304,02_ANCASH,ANCASH,ANTONIO RAYMONDI,CHINGAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020304_RUSTICO2026.pdf,7.56,33.0,1214.0,25297.0
020305,02_ANCASH,ANCASH,ANTONIO RAYMONDI,MIRGAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020305_RUSTICO2026.pdf,7.0,31.0,1214.0,25297.0
020306,02_ANCASH,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020306_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020306_RUSTICO2026.pdf,7.0,29.0,1214.0,25297.0
020401,02_ANCASH,ANCASH,ASUNCION,CHACAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020401_RUSTICO2026.pdf,7.65,30.0,1257.0,26181.0
020402,02_ANCASH,ANCASH,ASUNCION,ACOCHACA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020402_RUSTICO2026.pdf,7.59,29.0,1257.0,26181.0
020501,02_ANCASH,ANCASH,BOLOGNESI,CHIQUIAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020501_RUSTICO2026.pdf,10.64,41.0,1329.0,36923.0
020502,02_ANCASH,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020502_RUSTICO2026.pdf,7.97,31.0,1329.0,27684.0
020503,02_ANCASH,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020503_RUSTICO2026.pdf,8.86,48.0,1329.0,27684.0
020504,02_ANCASH,ANCASH,BOLOGNESI,AQUIA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020504_RUSTICO2026.pdf,10.0,35.0,1329.0,36923.0
020505,02_ANCASH,ANCASH,BOLOGNESI,CAJACAY,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020505_RUSTICO2026.pdf,10.91,47.0,1329.0,36923.0
020506,02_ANCASH,ANCASH,BOLOGNESI,CANIS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020506_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020506_RUSTICO2026.pdf,7.0,20.0,1329.0,27684.0
020507,02_ANCASH,ANCASH,BOLOGNESI,COLQUIOC,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020507_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020507_RUSTICO2026.pdf,8.97,51.0,1329.0,27684.0
020508,02_ANCASH,ANCASH,BOLOGNESI,HUALLANCA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020508_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020508_RUSTICO2026.pdf,8.0,35.0,1329.0,27684.0
020509,02_ANCASH,ANCASH,BOLOGNESI,HUASTA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020509_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020509_RUSTICO2026.pdf,10.0,35.0,1329.0,36923.0
020510,02_ANCASH,ANCASH,BOLOGNESI,HUAYLLACAYAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020510_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020510_RUSTICO2026.pdf,7.6,23.0,1329.0,27684.0
020511,02_ANCASH,ANCASH,BOLOGNESI,LA PRIMAVERA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020511_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020511_RUSTICO2026.pdf,7.55,22.0,1329.0,27684.0
020512,02_ANCASH,ANCASH,BOLOGNESI,MANGAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020512_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020512_RUSTICO2026.pdf,7.99,31.0,1329.0,27684.0
020513,02_ANCASH,ANCASH,BOLOGNESI,PACLLON,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020513_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020513_RUSTICO2026.pdf,7.97,31.0,1329.0,27684.0
020514,02_ANCASH,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020514_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020514_RUSTICO2026.pdf,7.63,24.0,1329.0,27684.0
020515,02_ANCASH,ANCASH,BOLOGNESI,TICLLOS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020515_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020515_RUSTICO2026.pdf,10.74,43.0,1329.0,36923.0
020601,02_ANCASH,ANCASH,CARHUAZ,CARHUAZ,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020601_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020601_RUSTICO2026.pdf,13.0,69.0,1545.0,42904.0
020602,02_ANCASH,ANCASH,CARHUAZ,ACOPAMPA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020602_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020602_RUSTICO2026.pdf,12.51,50.0,1545.0,42904.0
020603,02_ANCASH,ANCASH,CARHUAZ,AMASHCA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020603_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020603_RUSTICO2026.pdf,10.96,48.0,1324.0,36775.0
020604,02_ANCASH,ANCASH,CARHUAZ,ANTA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020604_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020604_RUSTICO2026.pdf,13.0,66.0,1545.0,42904.0
020605,02_ANCASH,ANCASH,CARHUAZ,ATAQUERO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020605_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020605_RUSTICO2026.pdf,10.84,45.0,1324.0,36775.0
020606,02_ANCASH,ANCASH,CARHUAZ,MARCARA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020606_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020606_RUSTICO2026.pdf,12.63,53.0,1545.0,42904.0
020607,02_ANCASH,ANCASH,CARHUAZ,PARIAHUANCA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020607_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020607_RUSTICO2026.pdf,12.67,53.0,1545.0,42904.0
020608,02_ANCASH,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020608_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020608_RUSTICO2026.pdf,10.99,48.0,1324.0,36775.0
020609,02_ANCASH,ANCASH,CARHUAZ,SHILLA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020609_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020609_RUSTICO2026.pdf,10.53,39.0,1324.0,36775.0
020610,02_ANCASH,ANCASH,CARHUAZ,TINCO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020610_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020610_RUSTICO2026.pdf,10.0,38.0,1324.0,36775.0
020611,02_ANCASH,ANCASH,CARHUAZ,YUNGAR,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020611_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020611_RUSTICO2026.pdf,12.69,54.0,1545.0,42904.0
020701,02_ANCASH,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020701_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020701_RUSTICO2026.pdf,8.0,42.0,1265.0,26358.0
020702,02_ANCASH,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020702_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020702_RUSTICO2026.pdf,7.78,33.0,1265.0,26358.0
020703,02_ANCASH,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020703_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020703_RUSTICO2026.pdf,7.75,32.0,1265.0,26358.0
020801,02_ANCASH,ANCASH,CASMA,CASMA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020801_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020801_RUSTICO2026.pdf,17.0,76.0,,
020802,02_ANCASH,ANCASH,CASMA,BUENA VISTA ALTA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020802_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020802_RUSTICO2026.pdf,15.95,54.0,,
020803,02_ANCASH,ANCASH,CASMA,COMANDANTE NOEL,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020803_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020803_RUSTICO2026.pdf,14.69,50.0,,
020804,02_ANCASH,ANCASH,CASMA,YAUTAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020804_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020804_RUSTICO2026.pdf,11.0,51.0,1311.0,36412.0
020901,02_ANCASH,ANCASH,CORONGO,CORONGO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020901_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020901_RUSTICO2026.pdf,7.0,32.0,1209.0,25183.0
020902,02_ANCASH,ANCASH,CORONGO,ACO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020902_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020902_RUSTICO2026.pdf,7.0,30.0,1209.0,25183.0
020903,02_ANCASH,ANCASH,CORONGO,BAMBAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020903_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020903_RUSTICO2026.pdf,7.0,26.0,1209.0,25183.0
020904,02_ANCASH,ANCASH,CORONGO,CUSCA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020904_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020904_RUSTICO2026.pdf,7.0,30.0,1209.0,25183.0
020905,02_ANCASH,ANCASH,CORONGO,LA PAMPA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020905_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020905_RUSTICO2026.pdf,7.69,36.0,1209.0,25183.0
020906,02_ANCASH,ANCASH,CORONGO,YANAC,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020906_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020906_RUSTICO2026.pdf,7.54,33.0,1209.0,25183.0
020907,02_ANCASH,ANCASH,CORONGO,YUPAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\020907_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\020907_RUSTICO2026.pdf,7.0,26.0,1209.0,25183.0
021001,02_ANCASH,ANCASH,HUARI,HUARI,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021001_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021001_RUSTICO2026.pdf,8.0,39.0,1317.0,27430.0
021002,02_ANCASH,ANCASH,HUARI,ANRA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021002_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021002_RUSTICO2026.pdf,7.0,27.0,1207.0,25149.0
021003,02_ANCASH,ANCASH,HUARI,CAJAY,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021003_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021003_RUSTICO2026.pdf,7.8,28.0,1317.0,27430.0
021004,02_ANCASH,ANCASH,HUARI,CHAVIN DE HUANTAR,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021004_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021004_RUSTICO2026.pdf,8.0,35.0,1317.0,27430.0
021005,02_ANCASH,ANCASH,HUARI,HUACACHI,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021005_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021005_RUSTICO2026.pdf,7.0,23.0,1207.0,25149.0
021006,02_ANCASH,ANCASH,HUARI,HUACCHIS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021006_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021006_RUSTICO2026.pdf,7.62,35.0,1207.0,25149.0
021007,02_ANCASH,ANCASH,HUARI,HUACHIS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021007_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021007_RUSTICO2026.pdf,6.85,20.0,1207.0,25149.0
021008,02_ANCASH,ANCASH,HUARI,HUANTAR,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021008_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021008_RUSTICO2026.pdf,8.0,33.0,1317.0,27430.0
021009,02_ANCASH,ANCASH,HUARI,MASIN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021009_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021009_RUSTICO2026.pdf,8.93,51.0,1317.0,27430.0
021010,02_ANCASH,ANCASH,HUARI,PAUCAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021010_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021010_RUSTICO2026.pdf,7.9,30.0,1317.0,27430.0
021011,02_ANCASH,ANCASH,HUARI,PONTO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021011_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021011_RUSTICO2026.pdf,7.84,29.0,1317.0,27430.0
021012,02_ANCASH,ANCASH,HUARI,RAHUAPAMPA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021012_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021012_RUSTICO2026.pdf,8.0,34.0,1317.0,27430.0
021013,02_ANCASH,ANCASH,HUARI,RAPAYAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021013_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021013_RUSTICO2026.pdf,7.0,27.0,1207.0,25149.0
021014,02_ANCASH,ANCASH,HUARI,SAN MARCOS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021014_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021014_RUSTICO2026.pdf,8.0,41.0,1317.0,27430.0
021015,02_ANCASH,ANCASH,HUARI,SAN PEDRO DE CHANA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021015_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021015_RUSTICO2026.pdf,7.83,29.0,1317.0,27430.0
021016,02_ANCASH,ANCASH,HUARI,UCO,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021016_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021016_RUSTICO2026.pdf,7.0,23.0,1207.0,25149.0
021101,02_ANCASH,ANCASH,HUARMEY,HUARMEY,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021101_RUSTICO2026.pdf,16.75,68.0,,
021102,02_ANCASH,ANCASH,HUARMEY,COCHAPETI,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021102_RUSTICO2026.pdf,7.6,29.0,1264.0,26338.0
021103,02_ANCASH,ANCASH,HUARMEY,CULEBRAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021103_RUSTICO2026.pdf,16.0,60.0,,
021104,02_ANCASH,ANCASH,HUARMEY,HUAYAN,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021104_RUSTICO2026.pdf,10.0,31.0,1319.0,36651.0
021105,02_ANCASH,ANCASH,HUARMEY,MALVAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021105_RUSTICO2026.pdf,9.55,34.0,1319.0,36651.0
021201,02_ANCASH,ANCASH,HUAYLAS,CARAZ,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021201_RUSTICO2026.pdf,12.54,65.0,1432.0,39771.0
021202,02_ANCASH,ANCASH,HUAYLAS,HUALLANCA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021202_RUSTICO2026.pdf,8.58,43.0,1322.0,27532.0
021203,02_ANCASH,ANCASH,HUAYLAS,HUATA,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021203_RUSTICO2026.pdf,10.97,41.0,1377.0,38242.0
021204,02_ANCASH,ANCASH,HUAYLAS,HUAYLAS,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\URBANO\021204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\02_ANCASH\RUSTICO\021204_RUSTICO2026.pdf,11.0,43.0,1377.0,38242.0
