ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
210607,21_PUNO,PUNO,HUANCANE,TARACO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210607_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210607_RUSTICO2026.pdf,6.0,31.0,1191.0,19850.0
210608,21_PUNO,PUNO,HUANCANE,VILQUE CHICO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210608_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210608_RUSTICO2026.pdf,5.65,22.0,1191.0,19850.0
210701,21_PUNO,PUNO,LAMPA,LAMPA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210701_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210701_RUSTICO2026.pdf,6.0,30.0,1191.0,19853.0
210702,21_PUNO,PUNO,LAMPA,CABANILLA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210702_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210702_RUSTICO2026.pdf,5.76,25.0,1191.0,19854.0
210703,21_PUNO,PUNO,LAMPA,CALAPUJA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210703_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210703_RUSTICO2026.pdf,6.0,30.0,1191.0,19853.0
210704,21_PUNO,PUNO,LAMPA,NICASIO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210704_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210704_RUSTICO2026.pdf,5.79,25.0,1191.0,19854.0
210705,21_PUNO,PUNO,LAMPA,OCUVIRI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210705_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210705_RUSTICO2026.pdf,6.0,33.0,1191.0,19854.0
210706,21_PUNO,PUNO,LAMPA,PALCA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210706_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210706_RUSTICO2026.pdf,6.0,31.0,1191.0,19853.0
210707,21_PUNO,PUNO,LAMPA,PARATIA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210707_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210707_RUSTICO2026.pdf,4.0,23.0,1192.0,13242.0
210708,21_PUNO,PUNO,LAMPA,PUCARA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210708_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210708_RUSTICO2026.pdf,6.73,44.0,1191.0,19853.0
210709,21_PUNO,PUNO,LAMPA,SANTA LUCIA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210709_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210709_RUSTICO2026.pdf,6.73,44.0,1191.0,19853.0
210710,21_PUNO,PUNO,LAMPA,VILAVILA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210710_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210710_RUSTICO2026.pdf,4.0,23.0,1192.0,13242.0
210801,21_PUNO,PUNO,MELGAR,AYAVIRI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210801_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210801_RUSTICO2026.pdf,5.91,31.0,1148.0,19136.0
210802,21_PUNO,PUNO,MELGAR,ANTAUTA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210802_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210802_RUSTICO2026.pdf,5.0,22.0,1059.0,17657.0
210803,21_PUNO,PUNO,MELGAR,CUPI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210803_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210803_RUSTICO2026.pdf,5.0,23.0,1059.0,17657.0
210804,21_PUNO,PUNO,MELGAR,LLALLI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210804_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210804_RUSTICO2026.pdf,5.83,29.0,1148.0,19136.0
210805,21_PUNO,PUNO,MELGAR,MACARI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210805_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210805_RUSTICO2026.pdf,5.0,26.0,1059.0,17657.0
210806,21_PUNO,PUNO,MELGAR,NUÑOA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210806_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210806_RUSTICO2026.pdf,5.0,27.0,1059.0,17657.0
210807,21_PUNO,PUNO,MELGAR,ORURILLO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210807_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210807_RUSTICO2026.pdf,5.0,25.0,1059.0,17657.0
210808,21_PUNO,PUNO,MELGAR,SANTA ROSA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210808_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210808_RUSTICO2026.pdf,5.83,29.0,1148.0,19136.0
210809,21_PUNO,PUNO,MELGAR,UMACHIRI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210809_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210809_RUSTICO2026.pdf,5.67,26.0,1148.0,19136.0
210901,21_PUNO,PUNO,MOHO,MOHO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210901_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210901_RUSTICO2026.pdf,5.0,29.0,1058.0,17639.0
210902,21_PUNO,PUNO,MOHO,CONIMA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210902_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210902_RUSTICO2026.pdf,5.0,29.0,1058.0,17639.0
210903,21_PUNO,PUNO,MOHO,HUAYRAPATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210903_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210903_RUSTICO2026.pdf,5.59,31.0,1058.0,17639.0
210904,21_PUNO,PUNO,MOHO,TILALI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210904_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210904_RUSTICO2026.pdf,5.59,31.0,1058.0,17639.0
211001,21_PUNO,PUNO,SAN ANTONIO DE PUTINA,PUTINA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211001_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211001_RUSTICO2026.pdf,5.63,32.0,1059.0,17657.0
211002,21_PUNO,PUNO,SAN ANTONIO DE PUTINA,ANANEA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211002_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211002_RUSTICO2026.pdf,4.0,32.0,1060.0,11775.0
211003,21_PUNO,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211003_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211003_RUSTICO2026.pdf,5.0,24.0,1059.0,17657.0
211004,21_PUNO,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211004_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211004_RUSTICO2026.pdf,5.0,30.0,1015.0,16922.0
211005,21_PUNO,PUNO,SAN ANTONIO DE PUTINA,SINA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211005_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211005_RUSTICO2026.pdf,6.0,31.0,1237.0,20613.0
211101,21_PUNO,PUNO,SAN ROMAN,JULIACA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211101_RUSTICO2026.pdf,7.64,52.0,1059.0,22072.0
211102,21_PUNO,PUNO,SAN ROMAN,CABANA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211102_RUSTICO2026.pdf,6.0,30.0,1205.0,20088.0
211103,21_PUNO,PUNO,SAN ROMAN,CABANILLAS,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211103_RUSTICO2026.pdf,6.0,36.0,1148.0,19129.0
211104,21_PUNO,PUNO,SAN ROMAN,CARACOTO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211104_RUSTICO2026.pdf,6.89,37.0,1059.0,22072.0
211105,21_PUNO,PUNO,SAN ROMAN,SAN MIGUEL,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211105_RUSTICO2026.pdf,7.64,52.0,1059.0,22072.0
211201,21_PUNO,PUNO,SANDIA,SANDIA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211201_RUSTICO2026.pdf,8.66,74.0,1036.0,21576.0
211202,21_PUNO,PUNO,SANDIA,CUYOCUYO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211202_RUSTICO2026.pdf,6.59,33.0,1036.0,21576.0
211203,21_PUNO,PUNO,SANDIA,LIMBANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211203_RUSTICO2026.pdf,5.54,34.0,1015.0,16916.0
211204,21_PUNO,PUNO,SANDIA,PATAMBUCO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211204_RUSTICO2026.pdf,5.0,24.0,1015.0,16916.0
211205,21_PUNO,PUNO,SANDIA,PHARA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211205_RUSTICO2026.pdf,5.54,34.0,1015.0,16916.0
211206,21_PUNO,PUNO,SANDIA,QUIACA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211206_RUSTICO2026.pdf,6.0,30.0,1036.0,21575.0
211207,21_PUNO,PUNO,SANDIA,SAN JUAN DEL ORO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211207_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211207_RUSTICO2026.pdf,7.57,74.0,1015.0,16916.0
211208,21_PUNO,PUNO,SANDIA,YANAHUAYA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211208_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211208_RUSTICO2026.pdf,7.99,82.0,1015.0,16916.0
211209,21_PUNO,PUNO,SANDIA,ALTO INAMBARI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211209_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211209_RUSTICO2026.pdf,8.7,75.0,1036.0,21575.0
211210,21_PUNO,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211210_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211210_RUSTICO2026.pdf,3.62,62.0,,
211301,21_PUNO,PUNO,YUNGUYO,YUNGUYO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211301_RUSTICO2026.pdf,6.0,41.0,1148.0,19136.0
211302,21_PUNO,PUNO,YUNGUYO,ANAPIA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211302_RUSTICO2026.pdf,5.0,20.0,1148.0,19136.0
211303,21_PUNO,PUNO,YUNGUYO,COPANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211303_RUSTICO2026.pdf,5.0,22.0,1148.0,19136.0
211304,21_PUNO,PUNO,YUNGUYO,CUTURAPI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211304_RUSTICO2026.pdf,5.0,22.0,1148.0,19136.0
211305,21_PUNO,PUNO,YUNGUYO,OLLARAYA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211305_RUSTICO2026.pdf,5.0,22.0,1148.0,19136.0
211306,21_PUNO,PUNO,YUNGUYO,TINICACHI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211306_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211306_RUSTICO2026.pdf,5.0,19.0,1148.0,19136.0
211307,21_PUNO,PUNO,YUNGUYO,UNICACHI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\211307_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\211307_RUSTICO2026.pdf,5.0,22.0,1148.0,19136.0
220101,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220101_RUSTICO2026.pdf,8.97,107.0,,
220102,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,CALZADA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220102_RUSTICO2026.pdf,8.0,97.0,,
220103,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,HABANA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220103_RUSTICO2026.pdf,8.0,92.0,,
220104,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,JEPELACIO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220104_RUSTICO2026.pdf,7.0,78.0,,
220105,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,SORITOR,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220105_RUSTICO2026.pdf,9.63,120.0,,
220106,22_SAN_MARTIN,SAN MARTIN,MOYOBAMBA,YANTALO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220106_RUSTICO2026.pdf,9.0,108.0,,
220201,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,BELLAVISTA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220201_RUSTICO2026.pdf,7.64,89.0,,
220202,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,ALTO BIAVO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220202_RUSTICO2026.pdf,5.97,63.0,,
220203,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,BAJO BIAVO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220203_RUSTICO2026.pdf,4.83,41.0,,
220204,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,HUALLAGA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220204_RUSTICO2026.pdf,5.55,47.0,,
220205,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,SAN PABLO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220205_RUSTICO2026.pdf,5.78,60.0,,
220206,22_SAN_MARTIN,SAN MARTIN,BELLAVISTA,SAN RAFAEL,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220206_RUSTICO2026.pdf,6.81,72.0,,
220301,22_SAN_MARTIN,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220301_RUSTICO2026.pdf,4.62,37.0,,
220302,22_SAN_MARTIN,SAN MARTIN,EL DORADO,AGUA BLANCA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220302_RUSTICO2026.pdf,4.0,33.0,,
220303,22_SAN_MARTIN,SAN MARTIN,EL DORADO,SAN MARTIN,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220303_RUSTICO2026.pdf,4.0,30.0,,
220304,22_SAN_MARTIN,SAN MARTIN,EL DORADO,SANTA ROSA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220304_RUSTICO2026.pdf,4.0,30.0,,
220305,22_SAN_MARTIN,SAN MARTIN,EL DORADO,SHATOJA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220305_RUSTICO2026.pdf,4.62,37.0,,
220401,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,SAPOSOA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220401_RUSTICO2026.pdf,7.0,88.0,,
220402,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220402_RUSTICO2026.pdf,5.0,50.0,,
220403,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,EL ESLABON,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220403_RUSTICO2026.pdf,6.65,77.0,,
220404,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,PISCOYACU,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220404_RUSTICO2026.pdf,6.65,77.0,,
220405,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,SACANCHE,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220405_RUSTICO2026.pdf,6.61,76.0,,
220406,22_SAN_MARTIN,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220406_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220406_RUSTICO2026.pdf,6.0,72.0,,
220501,22_SAN_MARTIN,SAN MARTIN,LAMAS,LAMAS,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220501_RUSTICO2026.pdf,7.87,84.0,,
220502,22_SAN_MARTIN,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220502_RUSTICO2026.pdf,3.58,32.0,,
220503,22_SAN_MARTIN,SAN MARTIN,LAMAS,BARRANQUITA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220503_RUSTICO2026.pdf,3.89,38.0,,
220504,22_SAN_MARTIN,SAN MARTIN,LAMAS,CAYNARACHI,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220504_RUSTICO2026.pdf,6.0,72.0,,
220505,22_SAN_MARTIN,SAN MARTIN,LAMAS,CUÑUMBUQUI,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220505_RUSTICO2026.pdf,6.8,63.0,,
220506,22_SAN_MARTIN,SAN MARTIN,LAMAS,PINTO RECODO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220506_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220506_RUSTICO2026.pdf,5.9,62.0,,
220507,22_SAN_MARTIN,SAN MARTIN,LAMAS,RUMISAPA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220507_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220507_RUSTICO2026.pdf,6.72,62.0,,
220508,22_SAN_MARTIN,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220508_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220508_RUSTICO2026.pdf,6.72,62.0,,
220509,22_SAN_MARTIN,SAN MARTIN,LAMAS,SHANAO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220509_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220509_RUSTICO2026.pdf,6.86,64.0,,
220510,22_SAN_MARTIN,SAN MARTIN,LAMAS,TABALOSOS,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220510_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220510_RUSTICO2026.pdf,7.0,91.0,,
220511,22_SAN_MARTIN,SAN MARTIN,LAMAS,ZAPATERO,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220511_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220511_RUSTICO2026.pdf,4.86,57.0,,
220601,22_SAN_MARTIN,SAN MARTIN,MARISCAL CACERES,JUANJUI,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220601_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220601_RUSTICO2026.pdf,9.0,105.0,,
220602,22_SAN_MARTIN,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\URBANO\220602_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\22_SAN_MARTIN\RUSTICO\220602_RUSTICO2026.pdf,8.0,78.0,,
